TX_DT,CIF_No,TransactionCountry,TransactionCountryHigherLevel,PriviledgeMerchantsGrp,LDESC,Sales_Type,Amount,TransCount
20260806,68548403,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,2976.86,1
20260827,68548403,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,4137.32,1
20260307,68548403,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,4113.29,1
20260812,68548403,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CP,2576.28,1
20260820,68548403,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,549.49,1
20260902,68548403,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,2367.98,1
20260607,68548403,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CA,5331.96,1
20251227,45792181,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CA,821.42,1
20250930,45792181,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,2448.11,1
20251123,45792181,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CA,2585.47,1
20250913,45792181,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,90.49,1
20260102,45792181,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CA,3173.41,1
20260716,60182044,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,3750.93,1
20260702,60182044,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,4502.99,1
20260619,60182044,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CA,3700.78,1
20251212,60182044,RINGGIT MALAYSIA,OVERSEA,NOT ON US,HARVEY NORMAN-IOI CITY,CP,1897.79,1
20260201,60182044,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,405.06,1
20251209,60182044,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CP,1053.29,1
20251222,60182044,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CP,1420.71,1
20260825,60182044,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CA,695.47,1
20260716,10842074,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,5252.55,1
20260810,10842074,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,3057.85,1
20260803,10842074,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,847.95,1
20260814,10842074,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,112.27,1
20260828,10842074,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,1690.94,1
20260810,10842074,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,1784.2,1
20260720,10842074,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,2498.75,1
20260617,10842074,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,2074.03,1
20260815,10842074,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CA,2941.36,1
20260820,10842074,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CA,5796.31,1
20260806,71792473,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,3553.23,1
20260828,71792473,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,3860.34,1
20260826,71792473,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CA,5395.56,1
20260808,71792473,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,914.48,1
20260814,71792473,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CP,3204.8,1
20260808,71792473,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,1450.6,1
20260815,71792473,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CP,1210.78,1
20260810,71792473,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,2486.48,1
20260818,71792473,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,479.07,1
20260804,26103982,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CA,655.84,1
20260826,26103982,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CP,830.8,1
20260808,26103982,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,1288.4,1
20260712,26103982,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,823.7,1
20260303,26103982,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,1423.81,1
20260207,26103982,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,3223.47,1
20260426,26103982,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CA,1875.05,1
20260828,26103982,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,2715.71,1
20260701,35817805,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CA,2347.05,1
20260829,35817805,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,3093.99,1
20260813,35817805,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,6615.41,1
20260823,35817805,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CP,1912.49,1
20260828,35817805,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CP,111.22,1
20260223,35728692,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CA,3855.86,1
20250829,35728692,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,1578.66,1
20250816,35728692,RINGGIT MALAYSIA,OVERSEA,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,4435.8,1
20260104,35728692,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CA,3904.3,1
20251228,35728692,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,3208.43,1
20260609,35728692,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CA,4732.99,1
20260115,35728692,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,6347.05,1
20260519,35728692,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,3690.05,1
20260204,35728692,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ECONSAVE-JOHOR,CP,4272.12,1
20260405,62052210,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ZALORA MALAYSIA,CP,2252.64,1
20251221,62052210,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CA,4077.29,1
20251119,62052210,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,5013.39,1
20260820,62052210,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,5092.77,1
20260107,62052210,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CA,3531.91,1
20251126,62052210,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,722.98,1
20251026,62052210,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,3578.63,1
20251009,62052210,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CP,5281.15,1
20260902,39707606,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,WATSONS PERSONAL CARE,CA,2631.57,1
20260815,39707606,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,2489.32,1
20260829,75694038,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CA,5048.71,1
20260830,75694038,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,4270.64,1
20260831,75694038,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ECONSAVE-JOHOR,CP,664.28,1
20260815,75694038,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,4095.58,1
20260827,75694038,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,3872.48,1
20260820,75694038,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,2681.15,1
20260828,75694038,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,2436.23,1
20260809,75694038,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,1687.61,1
20260806,75694038,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,1196.95,1
20260822,75694038,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PETRONAS DAGANGAN,CP,5771.07,1
20260817,41222956,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,1845.39,1
20260813,41222956,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,3367.83,1
20260826,41222956,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ECONSAVE-JOHOR,CA,100.35,1
20260804,41222956,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CP,4781.05,1
20260817,41222956,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,243.19,1
20251101,73437105,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,3393.25,1
20260216,73437105,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CP,2726.7,1
20260109,73437105,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,3240.91,1
20260618,73437105,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CP,1967.8,1
20260209,73437105,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,228.99,1
20260309,73437105,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,3938.84,1
20260505,73437105,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,2908.96,1
20260623,73437105,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,4106.77,1
20260114,73437105,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,3851.11,1
20260808,18223029,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,4753.69,1
20260828,18223029,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,3496.38,1
20260815,18223029,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CP,4651.31,1
20260511,18223029,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,1857.49,1
20260822,18223029,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,6365.37,1
20260318,18223029,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,5884.57,1
20260809,18223029,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,2222.02,1
20260831,18223029,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,144.18,1
20260813,18223029,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,5463.5,1
20260702,18223029,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CA,4909.83,1
20260622,18223029,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CA,1364.92,1
20260205,27418572,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,2129.29,1
20260314,27418572,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,4739.44,1
20260806,27418572,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,742.05,1
20251227,27418572,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,5070.5,1
20251031,27418572,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,6511.85,1
20260413,26596590,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PETRONAS DAGANGAN,CA,4127.45,1
20260211,26596590,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CA,124.17,1
20260902,26596590,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CP,2284.93,1
20260422,26596590,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,3275.65,1
20260602,26596590,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,WATSONS PERSONAL CARE,CP,89.62,1
20260721,26596590,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,KFC HOLDINGS,CP,4512.41,1
20260118,26596590,RINGGIT MALAYSIA,OVERSEA,ON US,SHOPEE PAY,CP,4354.79,1
20260823,26596590,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,190.29,1
20260812,26596590,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,2715.63,1
20260729,26596590,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CP,1375.27,1
20260721,26596590,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,3184.63,1
20260125,26596590,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CA,4946.24,1
20260316,26596590,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,1562.8,1
20260519,86219084,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,5298.23,1
20260320,86219084,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,3039.82,1
20251208,96155859,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,2940.24,1
20260730,96155859,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CP,1677.77,1
20251102,96155859,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,1145.81,1
20260508,96155859,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,2677.75,1
20260124,96155859,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CP,2624.63,1
20260115,96155859,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CP,2560.9,1
20260803,96155859,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CP,1900.96,1
20260817,96155859,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,2982.75,1
20260819,82230944,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ZALORA MALAYSIA,CP,3427.83,1
20260813,82230944,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,4222.23,1
20260830,82230944,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,5366.9,1
20260816,82230944,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,WATSONS PERSONAL CARE,CP,5676.39,1
20260822,82230944,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CP,1902.24,1
20260820,17597364,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,6728.58,1
20260504,17597364,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,4766.29,1
20260807,17597364,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,5560.55,1
20260630,17597364,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CA,6038.32,1
20260823,17597364,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,64.59,1
20260803,17597364,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,WATSONS PERSONAL CARE,CA,4978.21,1
20260323,17597364,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CA,4797.34,1
20260808,17597364,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CP,2483.53,1
20260811,17597364,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CP,4521.3,1
20260820,17597364,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,411.47,1
20260829,17597364,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,2863.39,1
20260819,17597364,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,5172.84,1
20260502,17597364,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,2106.96,1
20260813,17597364,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CP,5433.55,1
20260820,72511618,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,WATSONS PERSONAL CARE,CP,7244.45,1
20260803,72511618,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CA,5118.27,1
20260803,72511618,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,3612.18,1
20260808,72511618,RINGGIT MALAYSIA,OVERSEA,ON US,ZALORA MALAYSIA,CP,3581.71,1
20260825,72511618,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,WATSONS PERSONAL CARE,CP,3921.83,1
20260826,72511618,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,5522.52,1
20260821,72511618,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,5385.52,1
20260831,72511618,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,7069.78,1
20260809,72511618,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CA,3315.17,1
20260731,56993293,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,4024.97,1
20260817,56993293,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,2477.89,1
20260707,56993293,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CP,1755.6,1
20260827,56993293,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,4847.29,1
20260812,56993293,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CA,1558.29,1
20260828,56993293,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,2058.38,1
20260901,56993293,RINGGIT MALAYSIA,OVERSEA,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,3926.14,1
20260802,56993293,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,1142.48,1
20260822,56993293,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,2881.42,1
20260803,56993293,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,4943.59,1
20260819,56993293,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,2612.93,1
20260901,91650533,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CA,2268.21,1
20260902,91650533,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,2216.37,1
20260828,91650533,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,1112.48,1
20260805,91650533,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CP,1754.14,1
20260309,70832175,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,1534.44,1
20260506,70832175,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PETRONAS DAGANGAN,CA,5786.62,1
20260303,70832175,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,1063.23,1
20260206,70832175,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,3250.19,1
20260107,70832175,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,4579.02,1
20260508,70832175,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,4890.18,1
20260201,70832175,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,7103.04,1
20251125,70832175,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ECONSAVE-JOHOR,CP,4442.77,1
20260619,70832175,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,3462.9,1
20260416,70832175,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,4516.33,1
20260327,70832175,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,6149.61,1
20251111,70832175,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,4565.5,1
20260408,70832175,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,2394.44,1
20260412,48499243,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,1947.33,1
20260420,48499243,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,4445.27,1
20260602,48499243,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,2572.08,1
20251112,48499243,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,4143.31,1
20251226,48499243,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CA,4288.53,1
20260504,48499243,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,1633.74,1
20260531,48499243,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CP,4295.22,1
20260814,48499243,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CA,2596.48,1
20250921,48499243,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,2533.7,1
20260722,48499243,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CA,2900.1,1
20260222,48499243,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CP,4570.45,1
20260607,51211454,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CA,422.61,1
20251106,51211454,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,409.45,1
20260220,51211454,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CA,3201.2,1
20260704,51211454,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,2502.96,1
20251026,51211454,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CP,2850.71,1
20260407,51211454,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CP,2285.81,1
20251116,51211454,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,3700.67,1
20260408,51211454,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CA,3092.0,1
20251009,51211454,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CA,1944.38,1
20260726,51211454,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,1687.6,1
20260610,51211454,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,KFC HOLDINGS,CP,3406.5,1
20260713,64662098,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,5926.0,1
20260716,64662098,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CA,291.26,1
20260201,64662098,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,1751.72,1
20260901,64662098,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CA,5668.83,1
20260703,64662098,RINGGIT MALAYSIA,OVERSEA,NOT ON US,COURTS MAMMOTH,CP,2206.35,1
20260817,64662098,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ECONSAVE-JOHOR,CP,6383.27,1
20260314,64662098,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,603.95,1
20260130,64662098,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,1308.13,1
20251106,64662098,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,6062.27,1
