Rcd_DT,CIF_NO,APPL_NO,AGREE_NO,APPL_DT,APPL_STS,JUDGE_DT,SCORING_POINT,SCORING_TYPE,SCORING_RANK,LOAN_CODE,LOAN_TYP_ID,LOAN_GRP,AGENT_CODE1,AGENT_CODE2,APPL_CHANNEL,REJECT_CODE,FIN_AMT,FIN_PRFT_AMT,FIN_TOTAL_AMT,INST_AMT,DEPOSIT,INTEREST,TOTAL_INST,JointIncome_FG,SCORE_DECISION,NetIncome,Income,Age,HomeYear,YearOfBusiness,AnnualIncome,TOTAL_AEON_INST,TOTAL_AEON_OSB,CUR_REPAY_RATIO,NEW_REPAY_RATIO,NDI,CUR_DSR,NEW_DSR,B_OtherIncome,B_NonBankCommitment,DEPENDANT,YEAR_MADE,NOB,HomeOwner_flag,CIFState,Race,Gender,Marital,National,Occupation,Academic,B_AdvInstallPymt,AdvInstallPymtBand,JudgeWeek_FG,Biometric_FG,E-KYC,OTP,APPLY_FIN_AMT,PreAssessment_Flag
2026-09-02,73585237,00000000125,800000000125,20260828,Approve,20260924,908,1,E,136,18,3,1555,59,TELEMARKETING,,89927.61,30530.42,120458.03,1434.02,5,4.85,84,N,A,13242.11,13242.11,53,28,34,204885.96,36,55461.46,27.49,34.91,6156.08,29.99,31.29,556.96,701.23,4,2016,Telecommunications,Y,Perak,Malay,M,MARRIED,MALAYSIAN,Businessman,Bachelor Degree,3618.06,,1,N,fail,fail,141016.01,Y
2026-09-02,63497293,00000000126,800000000126,20260827,Approve,20260915,837,1,E,121,35,1,7008,16,TELEMARKETING,,18996.33,7283.19,26279.52,243.33,5,4.26,108,-,A,19110.69,19110.69,57,1,24,303932.04,60,57149.7,5,6.77,6705.97,5,8,2412.12,452.45,3,2010,Education,Y,Sabah,Malay,M,MARRIED,MALAYSIAN,Army Personnel,SPM,3589.12,,1,Y,fail,fail,23772.19,N
2026-09-02,90712387,00000000127,800000000127,20260826,Approve,20260831,752,1,E,142,27,,6209,71,PARTNER,,32499.37,5030.9,37530.27,1042.51,0,5.16,36,Y,A,16697.05,16697.05,57,19,34,232068.48,60,65386.5,26.27,32.97,3778.83,35.64,36.7,856.52,1031.27,2,,Real Estate,Y,Selangor,Chinese,M,MARRIED,MALAYSIAN,Manager,Diploma,4472.07,,1,N,pass,fail,42485.61,N
2026-09-02,77906443,00000000128,800000000128,20260827,Approve,20260910,828,4,D,138,28,2,5365,65,MOBILE_APP,,21557.41,8982.97,30540.38,282.78,5,4.63,108,Y,A,23953.28,23953.28,61,15,11,352702.92,84,106683.0,27.57,32.08,3013.59,23.03,32.75,794.73,468.53,0,,Financial Services,Y,Kedah,Chinese,M,SINGLE,MALAYSIAN,Doctor,SPM,266.91,B,,Y,fail,fail,31564.35,N
2026-09-02,75811941,00000000129,800000000129,20260828,Approve,20260919,908,3,C,114,33,,9835,49,TELEMARKETING,,91866.97,14276.13,106143.1,2948.42,0,5.18,36,-,A,12758.58,12758.58,48,18,26,177871.56,108,62386.23,13.29,19.78,2679.65,9.29,15.94,1228.71,322.51,1,2022,Wholesale,Y,Selangor,Malay,M,MARRIED,MALAYSIAN,Factory Worker,SPM,4572.51,A,,N,pass,pass,94209.84,Y
2026-09-02,37990440,00000000130,800000000130,20260901,Approve,20260930,599,3,B,190,25,,7950,35,MOBILE_APP,,53987.18,16547.07,70534.25,1175.57,20,6.13,60,-,A,14632.96,14632.96,41,15,10,233860.56,12,151412.48,28.93,36.76,1363.39,42.97,45.41,127.11,921.63,0,2026,Wholesale,Y,Pahang,Indian,M,SINGLE,MALAYSIAN,Manager,SPM,1321.95,B,,N,fail,pass,81156.12,N
2026-09-02,58312349,00000000131,800000000131,20260831,Approve,20260912,515,2,B,157,10,1,8546,36,TELEMARKETING,,81399.96,46813.12,128213.08,1187.16,20,6.39,108,-,A,6906.58,6906.58,59,5,6,110682.36,36,51303.83,39.36,46.12,2216.38,50.65,53.18,1265.83,1711.79,0,,Manufacturing,Y,Terengganu,Indian,F,SINGLE,MALAYSIAN,Manager,Bachelor Degree,1537.96,A,,N,fail,pass,107189.36,Y
2026-09-02,46685275,00000000132,800000000132,20260902,Approve,20260909,524,3,B,192,23,1,2427,73,TELEMARKETING,,104642.82,21033.21,125676.03,3491.0,5,6.7,36, ,A,6983.69,6983.69,61,23,25,100461.72,36,86979.88,30.25,39.71,2021.43,39.69,44.25,2501.25,424.13,0,,Government,N,Kuala Lumpur,Malay,M,SINGLE,MALAYSIAN,Administrator,SPM,2794.42,B,1,N,pass,pass,131233.42,Y
2026-09-02,48835762,00000000133,800000000133,20260901,Approve,20260902,718,2,B,113,16,3,5739,50,PARTNER,,42060.14,7343.7,49403.84,1372.33,30,5.82,36,N,A,16038.65,16038.65,23,5,0,253058.16,108,130545.28,38.32,42.67,7802.32,45.34,47.34,1429.2,1633.19,1,,Oil & Gas,N,Putrajaya,Chinese,F,MARRIED,MALAYSIAN,Security Guard,Bachelor Degree,134.56,B,,Y,fail,fail,66388.93,Y
2026-09-02,39353363,00000000134,800000000134,20260901,Approve,20260908,737,3,C,142,33,1,9367,48,COUNTER,,12204.83,3289.2,15494.03,258.23,0,5.39,60,-,A,17735.02,17735.02,42,8,7,275839.08,60,115001.98,10.1,13.07,4773.38,6.32,14.05,1350.74,906.07,5,2016,Oil & Gas,N,Selangor,Chinese,M,MARRIED,MALAYSIAN,Driver,PhD,63.41,,1,N,pass,pass,15834.97,Y
2026-09-02,61079694,00000000135,800000000135,20260828,Approve,20260916,752,1,B,136,25,2,4757,96,TELEMARKETING,,116586.88,27281.33,143868.21,2397.8,20,4.68,60,-,A,24425.73,24425.73,42,4,24,349217.76,108,124540.25,16.32,18.79,3499.02,16.4,21.94,1042.58,44.97,3,,Food & Beverage,N,Perak,Malay,F,MARRIED,MALAYSIAN,Supervisor,SPM,2526.19,A,1,Y,pass,fail,147543.78,N
2026-09-02,34299673,00000000136,800000000136,20260830,Approve,20260926,672,2,G,192,14,1,3583,11,MOBILE_APP,,35696.63,9477.46,45174.09,752.9,30,5.31,60,-,A,18287.29,18287.29,43,7,10,292861.32,108,125289.17,23.34,29.8,3910.31,27.78,36.73,2477.28,1491.68,0,,Retail Trade,N,Sabah,Malay,M,SINGLE,MALAYSIAN,Retail Assistant,SPM,2845.11,B,1,Y,fail,pass,42798.71,N
2026-09-02,37569515,00000000137,800000000137,20260901,Approve,20260915,628,4,A,127,31,,4875,81,MOBILE_APP,,8018.85,3598.06,11616.91,138.3,0,6.41,84, ,A,20897.39,20897.39,57,18,8,305522.76,108,213685.9,30.9,37.12,1185.49,26.19,35.72,2557.19,428.13,4,,Retail Trade,N,Pulau Pinang,Chinese,F,MARRIED,MALAYSIAN,Supervisor,SPM,607.05,C,1,Y,pass,pass,8225.55,N
2026-09-02,84543280,00000000138,800000000138,20260829,Approve,20260831,695,2,F,145,25,1,6263,25,PARTNER,,63206.73,28183.88,91390.61,1087.98,20,6.37,84,-,A,13540.03,13540.03,34,5,6,213660.96,84,97621.23,27.98,30.29,7949.39,30.27,35.09,287.73,257.5,1,,Retail Trade,N,Pahang,Chinese,M,MARRIED,MALAYSIAN,Manager,Diploma,4760.52,A,1,N,fail,fail,65634.0,Y
2026-09-02,57177057,00000000139,800000000139,20260830,Approve,20260922,831,2,D,172,24,1,6353,93,WEBSITE,,86882.92,22502.68,109385.6,1823.09,10,5.18,60, ,A,5356.53,5356.53,38,8,10,84105.96,12,24185.33,19.4,25.99,5386.3,22.18,30.1,2461.4,160.19,1,2020,Hospitality,Y,Kedah,Malay,F,MARRIED,MALAYSIAN,IT Executive,Bachelor Degree,2564.53,C,,N,fail,fail,121514.64,Y
2026-09-02,89807860,00000000140,800000000140,20260828,Approve,20260914,646,2,C,188,31,2,4407,97,MOBILE_APP,,20394.31,11086.35,31480.66,291.49,5,6.04,108,N,A,22403.58,22403.58,27,0,2,327869.16,36,125009.23,37.59,42.64,4516.95,40.37,46.3,83.41,1127.29,0,,Government,N,Kedah,Malay,F,SINGLE,MALAYSIAN,Accountant,Diploma,2108.4,B,,Y,pass,pass,30601.15,Y
2026-09-02,34654960,00000000141,800000000141,20260829,Approve,20260924,989,3,B,145,31,3,5473,54,WEBSITE,,6390.29,860.77,7251.06,201.42,5,4.49,36,-,A,22669.63,22669.63,39,14,14,326795.4,60,83085.96,16.56,21.16,4934.3,9.73,21.73,1446.43,832.58,3,2014,Manufacturing,Y,Kelantan,Indian,F,MARRIED,MALAYSIAN,Civil Servant,STPM,218.19,A,,Y,pass,pass,7105.71,Y
2026-09-02,93334410,00000000142,800000000142,20260828,Approve,20260922,543,1,E,115,30,3,7398,68,COUNTER,,100321.56,21488.88,121810.44,3383.62,10,7.14,36,-,A,13529.51,13529.51,65,32,27,201798.48,60,95880.08,43.46,45.29,5463.19,50.05,57.16,2382.31,1615.12,1,,Retail Trade,N,Pulau Pinang,Chinese,M,MARRIED,MALAYSIAN,Chef,Certificate,639.54,,1,Y,fail,fail,100837.99,N
2026-09-02,73310932,00000000143,800000000143,20260827,Approve,20260908,711,3,F,196,33,1,4925,40,PARTNER,,119856.34,20099.91,139956.25,3887.67,20,5.59,36, ,A,16622.57,16622.57,29,3,9,234735.36,108,103783.75,29.51,38.2,3245.16,31.17,33.85,807.0,1634.69,0,2016,Education,N,Johor,Malay,M,SINGLE,MALAYSIAN,Technician,SPM,1646.25,,1,N,fail,pass,127638.54,N
2026-09-02,94125851,00000000144,800000000144,20260828,Approve,20260908,414,1,G,190,26,2,1695,18,COUNTER,,87992.13,43793.68,131785.81,1568.88,20,7.11,84,Y,A,4077.56,4077.56,52,22,8,64468.44,12,61011.98,33.32,42.65,3429.23,34.46,45.64,2734.71,1982.27,0,,Education,Y,Selangor,Malay,F,MARRIED,MALAYSIAN,Army Personnel,STPM,3211.67,C,,N,pass,fail,117872.58,Y
2026-09-02,97238171,00000000145,800000000145,20260828,Approve,20260912,481,4,C,120,22,3,9290,46,MOBILE_APP,,83424.93,16643.27,100068.2,2779.67,5,6.65,36,-,A,4269.6,4269.6,40,15,2,62986.44,12,39746.6,23.44,29.11,3614.6,20.93,30.23,1111.52,1088.65,1,,Professional Services,N,Sarawak,Indian,F,MARRIED,MALAYSIAN,Doctor,Bachelor Degree,564.11,A,1,N,pass,pass,136132.02,N
2026-09-02,96104451,00000000146,800000000146,20260829,Approve,20260914,806,4,C,139,17,,9621,86,PARTNER,,112934.92,19616.8,132551.72,3681.99,10,5.79,36, ,A,16029.96,16029.96,57,4,14,223386.48,60,90019.33,18.72,26.37,3316.4,17.76,23.02,2447.27,397.21,0,2019,Professional Services,N,Sabah,Malay,F,SINGLE,MALAYSIAN,Technician,Diploma,4064.84,C,,N,pass,pass,135344.27,N
2026-09-02,80902870,00000000147,800000000147,20260826,Approve,20260924,784,3,E,115,33,3,7263,78,COUNTER,,68281.35,21126.25,89407.6,1064.38,30,4.42,84,Y,A,14358.41,14358.41,58,4,37,200929.32,36,37290.32,19.96,29.04,5290.84,21.7,27.35,2544.91,543.13,0,2026,Healthcare,Y,Selangor,Malay,F,MARRIED,MALAYSIAN,Nurse,SPM,3856.94,A,1,Y,fail,pass,107201.72,N
2026-09-02,59444446,00000000148,800000000148,20260828,Approve,20260924,692,1,D,162,18,1,7993,90,WEBSITE,,62046.36,32332.36,94378.72,873.88,20,5.79,108, ,A,18751.16,18751.16,64,6,22,295635.84,12,149478.02,24.68,30.02,1035.94,29.39,36.61,1900.91,1605.81,1,2013,Agriculture,N,Kedah,Malay,F,MARRIED,MALAYSIAN,Technician,Master Degree,2518.19,A,,N,fail,pass,87033.39,N
2026-09-02,86146451,00000000149,800000000149,20260902,Approve,20260906,476,1,D,156,12,2,1344,86,COUNTER,,106410.73,21931.25,128341.98,3565.05,30,6.87,36, ,A,9800.21,9800.21,27,1,6,142404.0,84,78823.22,34.05,43.9,6918.57,49.46,56.37,693.56,1876.92,1,,Professional Services,N,Kuala Lumpur,Malay,F,MARRIED,MALAYSIAN,IT Executive,SPM,4561.75,B,,N,fail,pass,112286.76,Y
2026-09-02,39962391,00000000150,800000000150,20260831,Approve,20260913,576,4,D,197,28,,2476,15,MOBILE_APP,,82691.07,37740.2,120431.27,1433.71,0,6.52,84,N,A,15832.73,15832.73,51,31,11,256252.92,36,79173.72,29.53,38.48,7101.23,34.49,42.8,864.61,677.25,2,,Healthcare,Y,Negeri Sembilan,Malay,F,MARRIED,MALAYSIAN,Businessman,Diploma,3313.25,,,Y,pass,pass,97663.22,N
2026-09-02,42678163,00000000151,800000000151,20260902,Approve,20260902,671,1,E,127,35,,7912,59,MOBILE_APP,,23611.79,6139.07,29750.86,495.85,10,5.2,60, ,A,18309.04,18309.04,57,5,35,268498.92,60,75098.39,29.53,34.2,2250.64,30.6,40.71,1668.96,1889.22,0,,Professional Services,N,Pulau Pinang,Malay,F,WIDOWED,MALAYSIAN,Contractor,Bachelor Degree,2613.1,B,1,N,fail,fail,31618.64,Y
2026-09-02,80651527,00000000152,800000000152,20260901,Approve,20260921,776,1,D,130,26,3,4939,86,MOBILE_APP,,94304.64,22538.81,116843.45,1947.39,10,4.78,60,N,A,16055.43,16055.43,45,7,3,230284.08,36,69214.28,13.92,18.01,7129.89,16.78,20.22,536.71,1989.36,2,,Government,Y,Selangor,Chinese,M,MARRIED,MALAYSIAN,Police Officer,Bachelor Degree,3429.05,A,1,Y,pass,pass,116132.9,Y
2026-09-02,50142446,00000000153,800000000153,20260829,Approve,20260905,921,3,F,182,14,1,3005,92,COUNTER,,88935.26,31189.6,120124.86,1430.06,30,5.01,84, ,A,21405.11,21405.11,48,21,23,314067.24,36,77838.46,15.98,21.18,1831.23,14.54,18.92,1802.52,689.07,0,,Agriculture,N,Sabah,Malay,F,SINGLE,MALAYSIAN,Security Guard,No Formal Education,2710.75,B,,N,pass,pass,140274.42,N
2026-09-02,55514836,00000000154,800000000154,20260831,Approve,20260928,827,2,F,121,19,,9168,84,WEBSITE,,124167.92,17917.43,142085.35,3946.82,30,4.81,36,N,A,19198.06,19198.06,46,7,9,295994.04,84,125608.94,15.06,16.35,5581.23,18.08,22.07,729.61,1403.93,1,2014,Transportation,N,Pulau Pinang,Malay,M,MARRIED,MALAYSIAN,Nurse,Diploma,1213.67,C,,Y,pass,fail,124631.11,N
2026-09-02,72224542,00000000155,800000000155,20260827,Approve,20260831,848,4,D,154,25,,8029,40,WEBSITE,,87420.34,23166.39,110586.73,1843.11,5,5.3,60,-,A,22235.01,22235.01,45,22,3,342718.2,108,102616.82,14.36,16.47,2650.24,19.96,21.5,2715.46,1734.82,3,2022,Agriculture,N,Johor,Chinese,M,MARRIED,MALAYSIAN,Chef,Certificate,2906.22,A,1,Y,pass,pass,131200.45,Y
2026-09-02,79955038,00000000156,800000000156,20260826,Approve,20260920,633,2,C,194,14,1,8371,87,WEBSITE,,52634.92,29275.54,81910.46,758.43,5,6.18,108, ,A,17279.17,17279.17,47,15,17,254216.16,12,142798.65,20.24,30.02,3173.2,20.96,27.75,754.18,819.83,5,,Oil & Gas,Y,Kuala Lumpur,Chinese,M,MARRIED,MALAYSIAN,Nurse,SPM,2120.1,B,1,Y,pass,fail,83298.79,Y
2026-09-02,22929680,00000000157,800000000157,20260830,Approve,20260929,600,4,E,144,29,1,6645,63,MOBILE_APP,,62285.37,24459.46,86744.83,1032.68,0,5.61,84,Y,A,5889.55,5889.55,51,4,9,91005.0,36,50911.56,27.11,32.96,1306.53,40.03,42.38,2397.2,1574.71,0,,Real Estate,N,Melaka,Chinese,F,SINGLE,MALAYSIAN,Businessman,Diploma,4888.23,,,Y,pass,fail,89451.97,Y
2026-09-02,30482789,00000000158,800000000158,20260829,Approve,20260904,161,1,A,105,10,1,2017,53,TELEMARKETING,,39521.71,10089.89,49611.6,1378.1,5,8.51,36,N,A,2068.35,2068.35,57,23,14,33302.4,36,46534.36,47.01,48.63,5027.09,48.95,57.24,810.04,1325.1,2,2022,Hospitality,Y,Perak,Chinese,F,MARRIED,MALAYSIAN,Technician,Diploma,1861.16,A,1,Y,fail,fail,61843.55,Y
2026-09-02,70234588,00000000159,800000000159,20260828,Approve,20260830,865,4,D,190,24,2,7055,30,TELEMARKETING,,28921.16,4555.08,33476.24,929.9,10,5.25,36,-,A,20705.2,20705.2,53,29,1,333377.52,12,101924.39,29.22,37.63,5715.1,34.31,36.72,1013.25,1913.7,0,2014,Education,N,Melaka,Chinese,F,SINGLE,MALAYSIAN,Clerk,STPM,2741.12,C,,N,fail,fail,39147.51,N
2026-09-02,59586212,00000000160,800000000160,20260831,Approve,20260905,915,1,G,121,23,1,8866,94,TELEMARKETING,,97924.69,24236.36,122161.05,2036.02,5,4.95,60,Y,A,22481.87,22481.87,50,1,5,326502.48,108,69004.38,24.06,25.36,5891.68,20.75,31.98,2139.24,134.7,0,,Real Estate,N,Kuala Lumpur,Chinese,M,SINGLE,MALAYSIAN,Clerk,Diploma,2741.98,,,Y,pass,pass,124175.13,N
2026-09-02,22869898,00000000161,800000000161,20260831,Approve,20260928,162,2,G,176,25,3,1243,90,TELEMARKETING,,5956.49,3373.16,9329.65,111.07,0,8.09,84,Y,A,2455.31,2455.31,26,1,7,39473.64,60,30583.8,52.76,55.65,4115.92,58.78,61.29,2062.77,1634.9,1,,Oil & Gas,N,Kedah,Malay,F,MARRIED,MALAYSIAN,Manager,Diploma,3308.49,C,1,N,fail,pass,8463.11,N
2026-09-02,67476781,00000000162,800000000162,20260830,Approve,20260924,932,4,F,136,15,1,7174,53,TELEMARKETING,,14669.19,3491.27,18160.46,302.67,0,4.76,60,-,A,22680.56,22680.56,42,4,22,313351.56,60,37312.67,9.94,15.8,3948.86,7.51,13.64,1859.31,1897.26,0,,Professional Services,N,Kedah,Chinese,M,SINGLE,MALAYSIAN,Self-Employed,Master Degree,2891.22,C,,N,fail,fail,14753.89,Y
2026-09-02,19363099,00000000163,800000000163,20260830,Approve,20260906,767,3,F,162,23,3,9340,77,TELEMARKETING,,44622.22,13319.73,57941.95,965.7,20,5.97,60,-,A,17262.89,17262.89,24,0,2,244735.44,60,65904.05,25.21,35.04,2491.99,27.33,31.34,2558.16,228.5,0,2010,Retail Trade,N,Sarawak,Malay,F,SINGLE,MALAYSIAN,Police Officer,SPM,2442.82,,1,Y,pass,fail,64759.38,Y
2026-09-02,47417309,00000000164,800000000164,20260827,Approve,20260909,778,4,B,107,25,,5108,60,WEBSITE,,81058.26,13009.85,94068.11,2613.0,30,5.35,36,Y,A,13730.59,13730.59,38,8,15,211414.2,108,64449.61,17.0,20.21,1105.73,21.98,24.96,2755.11,1617.68,1,,Professional Services,Y,Pulau Pinang,Malay,M,DIVORCED,MALAYSIAN,Doctor,Diploma,1401.13,C,1,Y,pass,pass,132407.43,Y
2026-09-02,86362294,00000000165,800000000165,20260831,Approve,20260930,534,2,C,188,19,,4495,97,WEBSITE,,40329.53,23992.04,64321.57,595.57,30,6.61,108,-,A,2390.67,2390.67,53,26,25,37605.72,12,24642.94,33.34,38.6,2106.52,38.98,40.51,1290.34,1919.02,1,2013,Real Estate,N,Johor,Malay,F,SINGLE,MALAYSIAN,Teacher,SPM,725.51,,1,Y,pass,fail,51132.53,N
2026-09-02,34205171,00000000166,800000000166,20260830,Approve,20260928,792,4,E,151,31,,5594,26,COUNTER,,107247.1,42341.16,149588.26,1780.81,30,5.64,84, ,A,18330.67,18330.67,33,6,15,279227.16,12,91387.83,16.08,17.36,3911.05,15.96,22.88,254.72,1387.11,0,,Telecommunications,Y,Putrajaya,Malay,F,MARRIED,MALAYSIAN,Retail Assistant,Diploma,1014.96,,1,Y,pass,pass,107309.43,N
2026-09-02,81853682,00000000167,800000000167,20260830,Approve,20260901,885,1,C,180,12,1,9815,10,WEBSITE,,62223.56,10602.89,72826.45,2022.96,20,5.68,36,N,A,20887.6,20887.6,23,0,5,333888.6,36,158889.45,19.59,23.08,4378.43,24.24,29.13,1890.8,531.4,0,2021,Food & Beverage,N,Selangor,Chinese,M,MARRIED,MALAYSIAN,Lecturer,SPM,4316.96,B,,Y,fail,pass,90804.91,N
2026-09-02,30753916,00000000168,800000000168,20260827,Approve,20260906,770,4,F,138,21,3,4511,76,COUNTER,,60165.85,14800.8,74966.65,1249.44,20,4.92,60,Y,A,21538.74,21538.74,38,17,20,328651.32,84,74460.78,14.61,18.94,7405.31,15.13,21.9,687.86,1837.75,1,2013,Professional Services,Y,Selangor,Malay,M,MARRIED,MALAYSIAN,Self-Employed,Bachelor Degree,400.33,B,1,N,fail,fail,75192.78,N
2026-09-02,54524582,00000000169,800000000169,20260902,Approve,20260929,766,3,A,170,30,1,5960,46,TELEMARKETING,,134108.2,22932.5,157040.7,4362.24,10,5.7,36,-,A,14211.1,14211.1,55,23,32,198232.56,36,107772.04,27.29,30.12,4522.4,36.12,37.61,2913.54,1146.07,3,,Hospitality,Y,Johor,Malay,M,MARRIED,MALAYSIAN,Teacher,Diploma,311.78,A,,N,pass,pass,145349.22,Y
2026-09-02,14858322,00000000170,800000000170,20260828,Approve,20260902,862,1,E,178,11,1,7093,87,COUNTER,,15364.77,2005.1,17369.87,482.5,5,4.35,36,N,A,21759.34,21759.34,39,19,3,304940.88,12,70641.79,20.93,26.62,5263.08,16.6,26.98,944.31,62.09,3,2010,Transportation,Y,Perak,Chinese,M,MARRIED,MALAYSIAN,Engineer,SPM,2262.83,B,1,Y,pass,fail,22635.24,Y
2026-09-02,72274526,00000000171,800000000171,20260828,Approve,20260831,370,2,E,143,10,3,9145,34,COUNTER,,105655.26,55469.01,161124.27,1918.15,10,7.5,84,-,A,8485.37,8485.37,24,2,3,121901.4,60,100118.21,22.99,30.41,1918.08,20.03,27.83,2873.5,653.26,1,,Healthcare,Y,Negeri Sembilan,Chinese,M,SINGLE,MALAYSIAN,Security Guard,Diploma,900.1,,1,Y,fail,pass,109366.24,Y
2026-09-02,20970240,00000000172,800000000172,20260829,Approve,20260903,820,1,F,121,22,3,2272,22,WEBSITE,,77156.89,25438.63,102595.52,1221.38,0,4.71,84,-,A,22761.32,22761.32,23,0,1,342096.0,84,124361.38,16.66,20.74,5185.68,12.15,20.69,2134.46,523.36,0,2010,Transportation,Y,Kuala Lumpur,Malay,F,MARRIED,MALAYSIAN,Doctor,Certificate,2897.35,,1,N,pass,fail,106823.69,N
2026-09-02,75880335,00000000173,800000000173,20260829,Approve,20260910,828,4,G,151,35,,6229,68,COUNTER,,71742.38,26013.79,97756.17,1163.76,20,5.18,84, ,A,20133.79,20133.79,49,6,8,325515.24,60,144446.44,19.52,27.04,4051.18,22.86,29.29,132.97,1112.14,2,,Government,Y,Sabah,Malay,M,MARRIED,MALAYSIAN,Self-Employed,SPM,980.73,B,,N,fail,pass,104030.63,N
2026-09-02,35793154,00000000174,800000000174,20260826,Approve,20260826,589,2,A,191,19,1,1576,17,COUNTER,,14247.07,4986.47,19233.54,320.56,10,7.0,60, ,A,7704.5,7704.5,56,14,23,116333.16,108,83856.54,36.37,43.6,2807.99,33.95,42.32,1627.82,465.03,2,,Government,N,Perak,Malay,M,MARRIED,MALAYSIAN,Police Officer,Diploma,2388.08,C,,N,fail,pass,21693.87,Y
2026-09-02,88982809,00000000175,800000000175,20260902,Approve,20260918,755,3,D,114,27,3,6768,52,TELEMARKETING,,56930.53,27719.48,84650.01,783.8,10,5.41,108,N,A,21421.01,21421.01,39,15,6,345122.28,60,135180.61,28.92,36.83,6035.6,30.54,36.74,551.8,882.49,1,2014,Oil & Gas,Y,Negeri Sembilan,Malay,M,SINGLE,MALAYSIAN,Factory Worker,SPM,4622.47,A,1,Y,fail,fail,94440.04,Y
2026-09-02,14805272,00000000176,800000000176,20260828,Approve,20260927,784,1,C,177,24,2,6631,77,PARTNER,,79286.41,38533.2,117819.61,1090.92,0,5.4,108, ,A,17575.83,17575.83,28,9,10,268691.64,60,103028.78,16.17,20.94,7921.27,16.88,22.06,348.7,1891.07,4,,Transportation,N,Kelantan,Indian,M,MARRIED,MALAYSIAN,Retail Assistant,Diploma,4242.86,,1,Y,pass,fail,86831.48,Y
2026-09-02,37036118,00000000177,800000000177,20260826,Approve,20260826,304,4,E,103,11,1,2027,97,COUNTER,,23170.82,10575.16,33745.98,401.74,5,6.52,84, ,A,15986.57,15986.57,32,1,3,231422.88,36,143907.79,26.78,36.21,1033.78,39.67,41.96,1222.97,1134.71,1,,Education,N,Pahang,Indian,F,SINGLE,MALAYSIAN,Teacher,Diploma,3491.08,A,,Y,pass,pass,31892.62,Y
2026-09-02,80829652,00000000178,800000000178,20260831,Approve,20260912,459,4,C,105,17,3,7976,37,PARTNER,,25822.96,11406.0,37228.96,443.2,0,6.31,84,-,A,6451.21,6451.21,49,26,27,91531.44,36,57197.69,45.28,50.3,6810.79,55.16,56.87,2322.24,922.06,0,2011,Wholesale,N,Sarawak,Chinese,M,SINGLE,MALAYSIAN,Lecturer,Diploma,596.4,,,Y,pass,pass,41904.76,N
2026-09-02,92512975,00000000179,800000000179,20260829,Approve,20260913,796,4,F,140,23,1,7106,80,PARTNER,,100391.85,17197.12,117588.97,3266.36,30,5.71,36,Y,A,21465.55,21465.55,29,4,7,335433.48,60,69267.56,19.12,27.69,2435.9,21.78,25.02,2132.6,464.67,0,,Real Estate,N,Negeri Sembilan,Malay,F,SINGLE,MALAYSIAN,Technician,Bachelor Degree,3923.58,C,1,Y,fail,fail,121940.67,N
2026-09-02,25567455,00000000180,800000000180,20260831,Approve,20260930,499,3,D,137,29,,2005,82,PARTNER,,72003.87,14948.0,86951.87,2415.33,5,6.92,36,Y,A,6116.82,6116.82,33,4,10,89227.68,84,46943.78,28.4,34.14,6427.27,31.79,40.25,1187.9,1908.95,1,,Retail Trade,Y,Perak,Malay,M,SINGLE,MALAYSIAN,Army Personnel,SPM,4790.69,C,,Y,pass,fail,107874.96,N
2026-09-02,66419307,00000000181,800000000181,20260826,Approve,20260922,799,3,A,177,20,3,5042,95,COUNTER,,72127.68,12420.39,84548.07,2348.56,20,5.74,36,Y,A,19023.61,19023.61,35,17,1,303597.12,108,144215.02,25.01,31.74,3357.06,17.62,28.83,958.92,359.32,1,2019,Oil & Gas,N,Sabah,Indian,F,DIVORCED,MALAYSIAN,Teacher,Bachelor Degree,2101.15,,,N,pass,pass,101327.77,N
2026-09-02,87070198,00000000182,800000000182,20260901,Approve,20260903,766,1,A,118,20,,4777,91,TELEMARKETING,,87748.51,37749.41,125497.92,1162.02,30,4.78,108,-,A,14280.55,14280.55,22,2,3,206896.56,12,79096.56,11.11,14.72,1308.83,9.68,15.51,1389.49,1110.94,0,,Retail Trade,Y,Sabah,Malay,F,WIDOWED,MALAYSIAN,Supervisor,Certificate,27.19,B,1,N,pass,fail,139286.54,N
2026-09-02,50244616,00000000183,800000000183,20260831,Approve,20260920,999,4,B,144,14,3,9332,76,PARTNER,,19551.83,7760.12,27311.95,252.89,5,4.41,108,N,A,23650.56,23650.56,41,8,19,339077.52,84,71003.57,9.1,14.49,6005.8,5.66,12.31,2389.22,891.4,1,,Telecommunications,Y,Sabah,Chinese,F,MARRIED,MALAYSIAN,Administrator,Bachelor Degree,2360.37,A,1,Y,fail,pass,27953.86,N
2026-09-02,63400396,00000000184,800000000184,20260828,Approve,20260902,882,1,F,107,30,3,5241,96,TELEMARKETING,,55453.19,18127.65,73580.84,875.96,10,4.67,84,N,A,23818.86,23818.86,42,24,7,348661.32,108,68941.53,17.43,22.89,5057.01,18.84,23.02,813.22,1394.51,3,,Food & Beverage,Y,Selangor,Chinese,F,MARRIED,MALAYSIAN,Chef,Bachelor Degree,3187.15,B,,Y,pass,pass,68648.42,Y
