TX_DT,CIF_No,TransactionCountry,TransactionCountryHigherLevel,PriviledgeMerchantsGrp,LDESC,Sales_Type,Amount,TransCount
20261019,26255108,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CA,60796.17,1
20261003,67164749,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,15488.63,1
20261109,67164749,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CA,10295.36,1
20260924,67164749,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CA,22680.5,1
20261011,67164749,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CA,6025.01,1
20260923,67164749,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CA,18986.47,1
20261010,39014988,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CA,32087.84,1
20260929,39014988,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CA,12376.24,1
20261119,39014988,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,26933.02,1
20261118,57064983,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,36152.31,1
20261015,19987024,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,17638.13,1
20261031,19987024,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CA,53974.17,1
20261022,96213226,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CA,13846.4,1
20261031,96213226,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHOPEE PAY,CA,58919.78,1
20261105,61752356,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CA,2209.69,1
20261021,61752356,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,1374.85,1
20261019,61752356,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,2625.77,1
20261015,61752356,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,1865.59,1
20261011,61752356,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,3153.33,1
20261006,62061086,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,6499.11,1
20261111,62061086,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CA,6638.53,1
20261018,62061086,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,5921.43,1
20261019,62061086,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,9101.27,1
20261013,50999704,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,1791.31,1
20261103,50999704,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,5659.01,1
20260920,54644060,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,45179.96,1
20261023,54644060,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CA,35647.02,1
20260914,54644060,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,19917.06,1
20260925,54644060,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CA,7486.89,1
20261020,54644060,RINGGIT MALAYSIA,OVERSEA,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,18520.58,1
20261118,86107746,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CA,12214.34,1
20261121,86107746,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,6568.26,1
20261120,86107746,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,3420.04,1
20261108,86107746,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,2438.58,1
20261113,86107746,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CA,2683.37,1
20260926,74343201,RINGGIT MALAYSIA,OVERSEA,ON US,SENHENG ELECTRIC,CP,44448.39,1
20261011,74343201,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,14166.31,1
20261020,74343201,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,46179.83,1
20261010,10482349,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CA,37607.51,1
20260923,10482349,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,20966.82,1
20261007,10482349,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,14789.17,1
20261012,10482349,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,16019.29,1
20261020,45411706,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,31299.2,1
20260918,45411706,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,7017.38,1
20261030,45411706,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CP,18304.8,1
20260922,45411706,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,21169.44,1
20260906,71353432,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,13392.4,1
20261017,71353432,RINGGIT MALAYSIA,OVERSEA,ON US,SHOPEE PAY,CA,32599.43,1
20260915,11648990,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,1182.37,1
20261028,11648990,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,1389.03,1
20261016,26405048,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,54131.95,1
20260924,74127867,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CP,45500.95,1
20260929,74127867,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CA,9932.47,1
20261010,74127867,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,19550.79,1
20261021,74127867,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CA,9803.21,1
20261008,74127867,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,13330.42,1
20261104,83005085,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PETRONAS DAGANGAN,CP,16592.17,1
20261024,83005085,RINGGIT MALAYSIA,OVERSEA,ON US,ECONSAVE-JOHOR,CP,30487.09,1
20260930,83005085,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,23660.46,1
20260919,83005085,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,8552.19,1
20260914,83005085,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CP,25798.91,1
20261017,99163437,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,55741.27,1
20261023,99163437,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,21916.74,1
20260925,99163437,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CA,25584.97,1
20261112,99163437,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CA,25646.35,1
20261115,90375636,RINGGIT MALAYSIA,OVERSEA,NOT ON US,HARVEY NORMAN-IOI CITY,CP,16534.46,1
20261114,90375636,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,10192.41,1
20261006,90375636,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,2982.56,1
20261026,90375636,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,4015.99,1
20261023,90375636,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CA,4352.62,1
20261029,78127460,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,114336.96,1
20261110,71214909,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MCDONALD'S MALAYSIA,CA,40799.55,1
20260921,71214909,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CA,21049.96,1
20261114,71214909,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CP,4066.15,1
20260922,71214909,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CA,18385.1,1
20261025,11655141,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CA,11565.66,1
20260929,11655141,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CA,8956.18,1
20260921,11655141,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,10421.8,1
20261004,11655141,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,15679.64,1
20261016,94642324,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,19888.34,1
20261117,94642324,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,21109.6,1
20260903,83951337,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,59768.48,1
20261118,97874607,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,20020.44,1
20261103,97874607,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GRABPAY TOP UP,CP,4814.71,1
20261119,97874607,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CA,23450.46,1
20261115,22086184,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,5487.45,1
20261023,22086184,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,7573.75,1
20261127,69080631,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,3529.77,1
20261024,69080631,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,1865.66,1
20261108,69080631,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,3529.4,1
20261120,45851995,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CP,30309.27,1
20261019,45851995,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MCDONALD'S MALAYSIA,CP,33591.92,1
20261107,27608875,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,25649.36,1
20260911,94567684,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CA,14488.99,1
20261026,20077458,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,12562.74,1
20260927,20077458,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,6662.01,1
20260926,20077458,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,5762.92,1
20261012,20077458,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,2484.34,1
20261021,20077458,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CP,3303.68,1
20261116,20282015,RINGGIT MALAYSIA,OVERSEA,ON US,SHOPEE PAY,CP,22214.66,1
20260921,20282015,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,26452.32,1
20260928,20282015,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CP,45602.41,1
20261106,60809929,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,23854.61,1
20261025,33424272,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,63138.96,1
20261025,71643898,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CA,19729.1,1
20261020,71643898,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,11409.1,1
20261028,71643898,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CA,6990.63,1
20260918,71643898,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,7364.04,1
20261004,13300097,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,25291.77,1
20261022,13300097,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,18250.82,1
20261110,13300097,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,9572.67,1
20260927,13300097,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PARKSON GRAND-PAVILION,CA,5694.42,1
20261020,13300097,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,7319.24,1
20261024,83473357,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CP,12096.01,1
20261101,83473357,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,17644.27,1
20260925,35026165,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,21944.77,1
20261002,35026165,RINGGIT MALAYSIA,OVERSEA,NOT ON US,LAZADA MALAYSIA,CP,15815.2,1
20261007,35026165,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,8562.99,1
20261016,35026165,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CA,19272.93,1
20261014,73484049,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,1855.75,1
20261031,73484049,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CA,5002.96,1
20261104,73484049,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CA,5201.88,1
20261119,30030597,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PARKSON GRAND-PAVILION,CP,33030.41,1
20261015,43606927,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,24781.35,1
20261009,43606927,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,8946.97,1
20261022,43606927,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,9481.06,1
20261031,43606927,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,13195.85,1
20261115,28848809,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CP,46118.04,1
20261104,28848809,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,14008.9,1
20261113,28848809,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,45535.98,1
20261027,73263560,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,36026.28,1
20261007,73263560,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CA,9515.92,1
20261001,73263560,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PARKSON GRAND-PAVILION,CA,9972.03,1
20261009,73263560,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,13291.33,1
20261027,73263560,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CP,14829.94,1
20261026,20994583,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,16335.23,1
20260922,20994583,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,17657.57,1
20261029,20994583,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,19174.41,1
20261016,96124803,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,16830.56,1
20261009,96124803,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CA,15651.75,1
20261004,96124803,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CA,8283.48,1
20261027,96124803,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,9871.26,1
20261102,96124803,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CA,21598.92,1
20261008,96873895,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,57782.66,1
20261029,73585237,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CP,37629.25,1
20260925,73585237,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,52298.36,1
20261023,63497293,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CA,8306.11,1
20260929,63497293,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CA,4905.04,1
20261111,63497293,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CA,5785.18,1
20260924,90712387,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,32499.37,1
20261023,77906443,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,5770.22,1
20261013,77906443,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,6142.42,1
20261004,77906443,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,3361.19,1
20261107,77906443,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,1508.51,1
20261029,77906443,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CA,4775.07,1
20260919,75811941,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,91866.97,1
20261025,37990440,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,23596.11,1
20261104,37990440,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,30391.07,1
20261106,58312349,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,81399.96,1
20261027,46685275,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,104642.82,1
20260905,48835762,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,7520.43,1
20261030,48835762,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,9911.29,1
20260907,48835762,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,24628.42,1
20261026,39353363,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,4755.39,1
20260920,39353363,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CA,7449.44,1
20261002,61079694,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CP,18545.52,1
20260917,61079694,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,98041.36,1
20261102,34299673,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,7815.51,1
20261105,34299673,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,12287.78,1
20261107,34299673,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,6271.11,1
20261108,34299673,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,3720.17,1
20261028,34299673,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,5602.06,1
20260918,37569515,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CP,2932.24,1
20260928,37569515,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,2156.87,1
20261028,37569515,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,593.93,1
20261105,37569515,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CA,883.23,1
20261019,37569515,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CP,1452.58,1
20260919,84543280,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,10395.16,1
20260912,84543280,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,12913.07,1
20260911,84543280,RINGGIT MALAYSIA,OVERSEA,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,15711.1,1
20260907,84543280,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,11093.52,1
20261008,84543280,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,13093.88,1
20260925,57177057,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CA,86882.92,1
20261027,89807860,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CP,5274.27,1
20261008,89807860,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,3840.76,1
20261103,89807860,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CA,11279.28,1
20261109,34654960,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,2283.55,1
20261101,34654960,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,4106.74,1
20261104,93334410,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,18180.13,1
20261111,93334410,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,41022.91,1
20261017,93334410,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,41118.52,1
20261030,73310932,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CA,18810.01,1
20261022,73310932,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,101046.33,1
20261014,94125851,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,30575.49,1
20261016,94125851,RINGGIT MALAYSIA,OVERSEA,ON US,GUARDIAN HEALTH-KLCC,CP,57416.64,1
20261109,97238171,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CA,20310.09,1
20261106,97238171,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GRABPAY TOP UP,CA,63114.84,1
20261110,96104451,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,40622.0,1
20261027,96104451,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,24300.94,1
20261030,96104451,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,48011.98,1
20261009,80902870,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CA,15444.97,1
20260926,80902870,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,52836.38,1
20261029,59444446,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,11410.29,1
20261029,59444446,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GRABPAY TOP UP,CA,19556.19,1
20261014,59444446,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,12161.16,1
20261008,59444446,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,5869.89,1
20261025,59444446,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,13048.83,1
20260925,86146451,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,27973.18,1
20260920,86146451,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,28670.13,1
20261017,86146451,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,16491.94,1
20261008,86146451,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,16095.7,1
20260929,86146451,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CA,17179.78,1
20261028,39962391,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,21487.0,1
20261010,39962391,RINGGIT MALAYSIA,OVERSEA,ON US,GRABPAY TOP UP,CP,27536.8,1
20261106,39962391,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,16181.89,1
20261002,39962391,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,17485.38,1
20260922,42678163,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,23611.79,1
20261102,80651527,RINGGIT MALAYSIA,OVERSEA,NOT ON US,COURTS MAMMOTH,CP,31795.48,1
20261011,80651527,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CP,24189.63,1
20261022,80651527,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,11205.44,1
20260927,80651527,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CA,10493.79,1
20261019,80651527,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,16620.3,1
20261004,50142446,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CA,88935.26,1
20261018,55514836,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,51852.28,1
20261125,55514836,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,11531.59,1
20261031,55514836,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,24355.87,1
20261009,55514836,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,36428.18,1
20260928,72224542,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,28105.79,1
20261021,72224542,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CP,59314.55,1
20261119,79955038,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CA,10622.03,1
20261024,79955038,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CA,18751.49,1
20260926,79955038,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,5863.72,1
20261020,79955038,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,17397.68,1
20261104,22929680,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,12460.86,1
20261125,22929680,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CA,22549.11,1
20261015,22929680,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,9711.25,1
20261019,22929680,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,3016.92,1
